NUMBER OF OBJECTS IN THE ENVIRONMENT: 113
            index: 0	            object id: 0	            handle: frl_apartment_basket_:0000	            motion type: dynamic	            collidable: True	            local collision mesh: Range({-0.178558, -0.180039, -0.192332}, {0.180914, 0.213753, 0.191654})	            global com: Vector(-1.99578, 1.0889, 0.0578794)	            translation wrt SceneNode: Vector(-1.99578, 1.0889, 0.0578794)	            rotation wrt SceneNode: Quaternion({-5.20255e-07, 0.174285, 3.54069e-07}, 0.984695)        
            index: 66	            object id: 66	            handle: frl_apartment_bowl_06_:0000	            motion type: dynamic	            collidable: True	            local collision mesh: Range({-0.12151, -0.0748881, -0.121515}, {0.121614, 0.0815763, 0.121609})	            global com: Vector(-2.02126, 0.983745, 1.96202)	            translation wrt SceneNode: Vector(-2.02126, 0.983745, 1.96202)	            rotation wrt SceneNode: Quaternion({0.000488281, 0, 0}, 1)        
            index: 67	            object id: 67	            handle: frl_apartment_cup_02_:0000	            motion type: dynamic	            collidable: True	            local collision mesh: Range({-0.0950556, -0.0871698, -0.0946254}, {0.116248, 0.0954137, 0.0941131})	            global com: Vector(-2.21446, 0.996027, 2.03794)	            translation wrt SceneNode: Vector(-2.21446, 0.996027, 2.03794)	            rotation wrt SceneNode: Quaternion({-1.29437e-05, 0.664398, 1.24344e-05}, 0.747379)        
            index: 68	            object id: 68	            handle: frl_apartment_sponge_dish_:0000	            motion type: dynamic	            collidable: True	            local collision mesh: Range({-0.123872, -0.0981277, -0.124373}, {0.124177, 0.0992399, 0.126343})	            global com: Vector(-2.37387, 1.00698, 2.04494)	            translation wrt SceneNode: Vector(-2.37387, 1.00698, 2.04494)	            rotation wrt SceneNode: Quaternion({1.24818e-05, 0.996725, -9.34868e-05}, -0.0808639)        
            index: 69	            object id: 69	            handle: frl_apartment_kitchen_utensil_02_:0000	            motion type: dynamic	            collidable: True	            local collision mesh: Range({-0.0867748, -0.113746, -0.0891931}, {0.0864723, 0.150676, 0.0881983})	            global com: Vector(-2.39422, 1.02259, 1.91508)	            translation wrt SceneNode: Vector(-2.39422, 1.02259, 1.91508)	            rotation wrt SceneNode: Quaternion({0, 0, 0}, 1)        
            index: 70	            object id: 70	            handle: frl_apartment_small_appliance_01_:0000	            motion type: dynamic	            collidable: True	            local collision mesh: Range({-0.150713, -0.206737, -0.24462}, {0.150059, 0.237239, 0.217256})	            global com: Vector(-2.20176, 1.11557, 1.13402)	            translation wrt SceneNode: Vector(-2.20176, 1.11557, 1.13402)	            rotation wrt SceneNode: Quaternion({-1.25467e-05, -0.698044, 6.47396e-06}, 0.716055)        
            index: 71	            object id: 71	            handle: frl_apartment_kitchen_utensil_04_:0000	            motion type: dynamic	            collidable: True	            local collision mesh: Range({-0.197396, -0.0851208, -0.149055}, {0.197856, 0.0979708, 0.130493})	            global com: Vector(-2.3917, 0.993928, 0.739747)	            translation wrt SceneNode: Vector(-2.3917, 0.993928, 0.739747)	            rotation wrt SceneNode: Quaternion({0.000183588, -0.707442, 0.000173267}, 0.706771)        
            index: 72	            object id: 72	            handle: frl_apartment_kitchen_utensil_03_:0000	            motion type: dynamic	            collidable: True	            local collision mesh: Range({-0.0664013, -0.0919416, -0.0677027}, {0.0665996, 0.0966415, 0.0678836})	            global com: Vector(-2.44424, 1.07385, 0.824732)	            translation wrt SceneNode: Vector(-2.44424, 1.07385, 0.824732)	            rotation wrt SceneNode: Quaternion({0.000845728, 0, 0}, 1)        
            index: 73	            object id: 73	            handle: frl_apartment_kitchen_utensil_03_:0001	            motion type: dynamic	            collidable: True	            local collision mesh: Range({-0.0664013, -0.0919416, -0.0677027}, {0.0665996, 0.0966415, 0.0678836})	            global com: Vector(-2.44407, 1.07386, 0.769955)	            translation wrt SceneNode: Vector(-2.44407, 1.07386, 0.769955)	            rotation wrt SceneNode: Quaternion({0, 0, 0}, 1)        
            index: 74	            object id: 74	            handle: frl_apartment_kitchen_utensil_03_:0002	            motion type: dynamic	            collidable: True	            local collision mesh: Range({-0.0664013, -0.0919416, -0.0677027}, {0.0665996, 0.0966415, 0.0678836})	            global com: Vector(-2.44408, 1.07386, 0.715378)	            translation wrt SceneNode: Vector(-2.44408, 1.07386, 0.715378)	            rotation wrt SceneNode: Quaternion({0.00059802, 0, 0}, 1)        
            index: 75	            object id: 75	            handle: frl_apartment_kitchen_utensil_03_:0003	            motion type: dynamic	            collidable: True	            local collision mesh: Range({-0.0664013, -0.0919416, -0.0677027}, {0.0665996, 0.0966415, 0.0678836})	            global com: Vector(-2.43962, 1.07387, 0.661293)	            translation wrt SceneNode: Vector(-2.43962, 1.07387, 0.661293)	            rotation wrt SceneNode: Quaternion({0.000345267, 0, 0}, 1)        
            index: 76	            object id: 76	            handle: frl_apartment_kitchen_utensil_03_:0004	            motion type: dynamic	            collidable: True	            local collision mesh: Range({-0.0664013, -0.0919416, -0.0677027}, {0.0665996, 0.0966415, 0.0678836})	            global com: Vector(-2.37558, 1.04588, 0.818568)	            translation wrt SceneNode: Vector(-2.37558, 1.04588, 0.818568)	            rotation wrt SceneNode: Quaternion({0.00059802, 0, 0}, 1)        
            index: 77	            object id: 77	            handle: frl_apartment_kitchen_utensil_03_:0005	            motion type: dynamic	            collidable: True	            local collision mesh: Range({-0.0664013, -0.0919416, -0.0677027}, {0.0665996, 0.0966415, 0.0678836})	            global com: Vector(-2.37527, 1.04587, 0.761436)	            translation wrt SceneNode: Vector(-2.37527, 1.04587, 0.761436)	            rotation wrt SceneNode: Quaternion({-7.39405e-05, -0.00780307, 0.000375303}, 0.999969)        
            index: 78	            object id: 78	            handle: frl_apartment_kitchen_utensil_03_:0006	            motion type: dynamic	            collidable: True	            local collision mesh: Range({-0.0664013, -0.0919416, -0.0677027}, {0.0665996, 0.0966415, 0.0678836})	            global com: Vector(-2.37524, 1.04586, 0.70684)	            translation wrt SceneNode: Vector(-2.37524, 1.04586, 0.70684)	            rotation wrt SceneNode: Quaternion({-0.000103051, -0.00573418, -0.000100144}, 0.999984)        
            index: 79	            object id: 79	            handle: frl_apartment_kitchen_utensil_03_:0007	            motion type: dynamic	            collidable: True	            local collision mesh: Range({-0.0664013, -0.0919416, -0.0677027}, {0.0665996, 0.0966415, 0.0678836})	            global com: Vector(-2.37533, 1.04588, 0.651244)	            translation wrt SceneNode: Vector(-2.37533, 1.04588, 0.651244)	            rotation wrt SceneNode: Quaternion({-0.000120875, -0.00137414, 6.69105e-05}, 0.999999)        
            index: 80	            object id: 80	            handle: frl_apartment_kitchen_utensil_06_:0000	            motion type: dynamic	            collidable: True	            local collision mesh: Range({-0.0912832, -0.095806, -0.0911014}, {0.0909869, 0.110067, 0.0905624})	            global com: Vector(-2.37639, 1.00466, 0.51707)	            translation wrt SceneNode: Vector(-2.37639, 1.00466, 0.51707)	            rotation wrt SceneNode: Quaternion({0, 0, 0}, 1)        
            index: 81	            object id: 81	            handle: frl_apartment_choppingboard_02_:0001	            motion type: dynamic	            collidable: True	            local collision mesh: Range({-0.21724, -0.0468435, -0.175871}, {0.21724, 0.0468435, 0.175871})	            global com: Vector(-2.46287, 1.08027, 0.317506)	            translation wrt SceneNode: Vector(-2.46287, 1.08027, 0.317506)	            rotation wrt SceneNode: Quaternion({0.418239, 0.569982, -0.417484}, 0.57088)        
            index: 82	            object id: 82	            handle: frl_apartment_picture_03_:0000	            motion type: dynamic	            collidable: True	            local collision mesh: Range({-0.179985, -0.150295, -0.0501998}, {0.179985, 0.150295, 0.0501998})	            global com: Vector(-2.23271, 1.05583, 0.402099)	            translation wrt SceneNode: Vector(-2.23271, 1.05583, 0.402099)	            rotation wrt SceneNode: Quaternion({-0.0168946, 0.980397, -0.170626}, -0.0970686)        
            index: 83	            object id: 83	            handle: frl_apartment_knifeblock_:0000	            motion type: dynamic	            collidable: True	            local collision mesh: Range({-0.088886, -0.132865, -0.124384}, {0.0893035, 0.250108, 0.107108})	            global com: Vector(-2.35103, 1.04172, 0.337586)	            translation wrt SceneNode: Vector(-2.35103, 1.04172, 0.337586)	            rotation wrt SceneNode: Quaternion({1.43818e-06, 0.00568379, 7.43435e-07}, 0.999984)        
            index: 84	            object id: 84	            handle: frl_apartment_kitchen_utensil_08_:0000	            motion type: dynamic	            collidable: True	            local collision mesh: Range({-0.100076, -0.110176, -0.0998258}, {0.0991159, 0.122396, 0.0993713})	            global com: Vector(-2.19241, 1.01902, 0.310002)	            translation wrt SceneNode: Vector(-2.19241, 1.01902, 0.310002)	            rotation wrt SceneNode: Quaternion({-6.91858e-06, 0.974713, -6.4921e-06}, -0.223459)        
            index: 85	            object id: 85	            handle: frl_apartment_kitchen_utensil_09_:0000	            motion type: dynamic	            collidable: True	            local collision mesh: Range({-0.0904902, -0.13488, -0.0930239}, {0.0903722, 0.151765, 0.0927586})	            global com: Vector(-2.23835, 1.04373, 0.202883)	            translation wrt SceneNode: Vector(-2.23835, 1.04373, 0.202883)	            rotation wrt SceneNode: Quaternion({-7.58111e-05, -0.00253604, 4.96891e-06}, 0.999997)        
            index: 86	            object id: 86	            handle: frl_apartment_small_appliance_02_:0000	            motion type: dynamic	            collidable: True	            local collision mesh: Range({-0.132393, -0.191363, -0.186723}, {0.132081, 0.191363, 0.186528})	            global com: Vector(-2.30563, 1.10022, 0.000824545)	            translation wrt SceneNode: Vector(-2.30563, 1.10022, 0.000824545)	            rotation wrt SceneNode: Quaternion({-8.41454e-06, -0.707088, -5.53714e-06}, 0.707125)        
            index: 87	            object id: 87	            handle: frl_apartment_setupbox_:0000	            motion type: static	            collidable: True	            local collision mesh: Range({-0.123601, -0.122454, -0.0478619}, {0.123611, 0.118331, 0.0482166})	            global com: Vector(0.442617, 1.04461, -0.571872)	            translation wrt SceneNode: Vector(0.442617, 1.04461, -0.571872)	            rotation wrt SceneNode: Quaternion({0.830719, 0, 0}, 0.556692)        
            index: 88	            object id: 88	            handle: frl_apartment_picture_02_:0000	            motion type: dynamic	            collidable: True	            local collision mesh: Range({-0.240269, -0.294257, -0.0599191}, {0.240269, 0.294257, 0.0599191})	            global com: Vector(-2.42247, 1.53069, -1.54778)	            translation wrt SceneNode: Vector(-2.42247, 1.53069, -1.54778)	            rotation wrt SceneNode: Quaternion({0.0962825, -0.701562, 0.0965872}, 0.699436)        
            index: 89	            object id: 89	            handle: frl_apartment_handbag_:0000	            motion type: dynamic	            collidable: True	            local collision mesh: Range({-0.197116, -0.153644, -0.127094}, {0.199113, 0.328075, 0.132366})	            global com: Vector(-2.31679, 1.85639, -2.07748)	            translation wrt SceneNode: Vector(-2.31679, 1.85639, -2.07748)	            rotation wrt SceneNode: Quaternion({0.0849022, -0.753851, 0.0328023}, 0.650711)        
            index: 90	            object id: 90	            handle: frl_apartment_rack_01_:0000	            motion type: dynamic	            collidable: True	            local collision mesh: Range({-0.459705, -0.344107, -0.199473}, {0.466546, 0.366984, 0.203251})	            global com: Vector(-2.07905, 0.314833, -2.53885)	            translation wrt SceneNode: Vector(-2.07905, 0.314833, -2.53885)	            rotation wrt SceneNode: Quaternion({-5.11072e-07, 0.00138105, -7.09841e-06}, 0.999999)        
            index: 91	            object id: 91	            handle: frl_apartment_umbrella_:0000	            motion type: dynamic	            collidable: True	            local collision mesh: Range({-0.213273, -0.452934, -0.115071}, {0.222032, 0.587693, 0.105298})	            global com: Vector(-2.28582, 0.550853, -2.76311)	            translation wrt SceneNode: Vector(-2.28582, 0.550853, -2.76311)	            rotation wrt SceneNode: Quaternion({0.00957901, 0.00271041, 0.996689}, -0.0806984)        
            index: 92	            object id: 92	            handle: frl_apartment_shoe_01_:0000	            motion type: dynamic	            collidable: True	            local collision mesh: Range({-0.173042, -0.0838043, -0.214953}, {0.172563, 0.125409, 0.198848})	            global com: Vector(-1.82012, 0.354609, -2.55322)	            translation wrt SceneNode: Vector(-1.82012, 0.354609, -2.55322)	            rotation wrt SceneNode: Quaternion({-0.00018689, 0.999925, 0.00906205}, 0.00819598)        
            index: 93	            object id: 93	            handle: frl_apartment_shoe_02_:0000	            motion type: dynamic	            collidable: True	            local collision mesh: Range({-0.172546, -0.0837971, -0.210645}, {0.171835, 0.128393, 0.198045})	            global com: Vector(-2.09347, 0.354621, -2.55421)	            translation wrt SceneNode: Vector(-2.09347, 0.354621, -2.55421)	            rotation wrt SceneNode: Quaternion({-0.000205688, 0.999961, 0.00882795}, -0.000422879)        
            index: 94	            object id: 94	            handle: frl_apartment_shoe_03_:0000	            motion type: dynamic	            collidable: True	            local collision mesh: Range({-0.148954, -0.0937761, -0.207411}, {0.146623, 0.0969789, 0.147493})	            global com: Vector(-2.33123, 0.364129, -2.53965)	            translation wrt SceneNode: Vector(-2.33123, 0.364129, -2.53965)	            rotation wrt SceneNode: Quaternion({-0.00189595, 0.999047, 0.0174515}, 0.0399595)        
            index: 95	            object id: 95	            handle: frl_apartment_shoe_04_:0000	            motion type: dynamic	            collidable: True	            local collision mesh: Range({-0.177541, -0.0940292, -0.209855}, {0.180314, 0.138804, 0.166549})	            global com: Vector(-1.86271, 0.156225, -2.5573)	            translation wrt SceneNode: Vector(-1.86271, 0.156225, -2.5573)	            rotation wrt SceneNode: Quaternion({-0.00272371, 0.999858, -0.0104796}, 0.0128909)        
            index: 96	            object id: 96	            handle: frl_apartment_cloth_02_:0000	            motion type: static	            collidable: True	            local collision mesh: Range({-0.315515, -0.654927, -0.0625792}, {0.31339, 0.66006, 0.0631631})	            global com: Vector(-2.24746, 1.03615, -2.33702)	            translation wrt SceneNode: Vector(-2.24746, 1.03615, -2.33702)	            rotation wrt SceneNode: Quaternion({5.58794e-09, 0.99875, -5.96046e-08}, 0.0499861)        
            index: 97	            object id: 97	            handle: frl_apartment_picture_01_:0000	            motion type: static	            collidable: True	            local collision mesh: Range({-0.255236, -0.313283, -0.0596364}, {0.255236, 0.313283, 0.0596364})	            global com: Vector(-0.367051, 1.3813, -2.97567)	            translation wrt SceneNode: Vector(-0.367051, 1.3813, -2.97567)	            rotation wrt SceneNode: Quaternion({8.9407e-08, 0.69922, -5.96046e-08}, 0.714907)        
            index: 98	            object id: 98	            handle: frl_apartment_beanbag_:0000	            motion type: dynamic	            collidable: True	            local collision mesh: Range({-0.568863, -0.429402, -0.491585}, {0.564702, 0.393288, 0.590221})	            global com: Vector(3.72966, 0.381575, 1.60229)	            translation wrt SceneNode: Vector(3.72966, 0.381575, 1.60229)	            rotation wrt SceneNode: Quaternion({-0.00172368, 0.898926, 0.0263002}, 0.437307)        
            index: 99	            object id: 99	            handle: frl_apartment_beanbag_:0001	            motion type: dynamic	            collidable: True	            local collision mesh: Range({-0.568863, -0.429402, -0.491585}, {0.564702, 0.393288, 0.590221})	            global com: Vector(3.84745, 0.381574, 3.21914)	            translation wrt SceneNode: Vector(3.84745, 0.381574, 3.21914)	            rotation wrt SceneNode: Quaternion({0.0041658, 0.973645, 0.0260245}, 0.226541)        
            index: 100	            object id: 100	            handle: frl_apartment_bike_02_:0000	            motion type: dynamic	            collidable: True	            local collision mesh: Range({-0.321579, -0.487518, -0.919594}, {0.300746, 0.574938, 0.842399})	            global com: Vector(-0.55121, 0.453635, -1.01962)	            translation wrt SceneNode: Vector(-0.55121, 0.453635, -1.01962)	            rotation wrt SceneNode: Quaternion({0.0846591, 0.996232, -0.000978306}, -0.0187891)        
            index: 101	            object id: 101	            handle: frl_apartment_lamp_02_:0000	            motion type: dynamic	            collidable: True	            local collision mesh: Range({-0.162979, -0.205557, -0.159665}, {0.164396, 0.226265, 0.162201})	            global com: Vector(0.649881, 1.11167, 2.17779)	            translation wrt SceneNode: Vector(0.649881, 1.11167, 2.17779)	            rotation wrt SceneNode: Quaternion({0, 0, 0}, 1)        
            index: 102	            object id: 102	            handle: frl_apartment_lamp_02_:0001	            motion type: dynamic	            collidable: True	            local collision mesh: Range({-0.162979, -0.205557, -0.159665}, {0.164396, 0.226265, 0.162201})	            global com: Vector(1.14372, 1.1117, 2.57756)	            translation wrt SceneNode: Vector(1.14372, 1.1117, 2.57756)	            rotation wrt SceneNode: Quaternion({0, 0, 0}, 1)        
            index: 103	            object id: 103	            handle: frl_apartment_cloth_01_:0000	            motion type: static	            collidable: True	            local collision mesh: Range({-0.423408, -0.504719, -0.133389}, {0.420166, 0.591107, 0.15114})	            global com: Vector(-2.23733, 1.10236, -1.87529)	            translation wrt SceneNode: Vector(-2.23733, 1.10236, -1.87529)	            rotation wrt SceneNode: Quaternion({-1.77636e-15, 1, -8.9407e-08}, -4.37114e-08)        
            index: 104	            object id: 104	            handle: frl_apartment_cloth_03_:0000	            motion type: static	            collidable: True	            local collision mesh: Range({-0.307369, -0.435438, -0.0996277}, {0.303569, 0.435423, 0.113107})	            global com: Vector(-2.24384, 1.25718, -2.1187)	            translation wrt SceneNode: Vector(-2.24384, 1.25718, -2.1187)	            rotation wrt SceneNode: Quaternion({3.72529e-09, 0.999093, -8.9407e-08}, 0.0425836)        
            index: 105	            object id: 105	            handle: frl_apartment_shoebox_01_:0000	            motion type: dynamic	            collidable: True	            local collision mesh: Range({-0.190622, -0.134268, -0.190623}, {0.190623, 0.102103, 0.190622})	            global com: Vector(-2.30242, 1.37527, -1.08384)	            translation wrt SceneNode: Vector(-2.30242, 1.37527, -1.08384)	            rotation wrt SceneNode: Quaternion({0, 0, 0}, 1)        
            index: 106	            object id: 106	            handle: frl_apartment_monitor_stand_:0000	            motion type: static	            collidable: True	            local collision mesh: Range({-0.329816, -0.447126, -0.109231}, {0.328436, 0.375413, 0.107719})	            global com: Vector(0.442237, 1.41914, -0.619203)	            translation wrt SceneNode: Vector(0.442237, 1.41914, -0.619203)	            rotation wrt SceneNode: Quaternion({-1.77636e-15, 1, -8.9407e-08}, -4.37114e-08)        
            index: 107	            object id: 107	            handle: frl_apartment_box_:0000	            motion type: dynamic	            collidable: True	            local collision mesh: Range({-0.209995, -0.0946404, -0.168201}, {0.213014, 0.153403, 0.177841})	            global com: Vector(4.17642, 1.72809, 3.95922)	            translation wrt SceneNode: Vector(4.17642, 1.72809, 3.95922)	            rotation wrt SceneNode: Quaternion({-0.00971714, 0.706983, -0.00453347}, 0.707149)        
            index: 108	            object id: 108	            handle: frl_apartment_box_:0001	            motion type: dynamic	            collidable: True	            local collision mesh: Range({-0.209995, -0.0946404, -0.168201}, {0.213014, 0.153403, 0.177841})	            global com: Vector(0.535268, 0.880448, 5.6437)	            translation wrt SceneNode: Vector(0.535268, 0.880448, 5.6437)	            rotation wrt SceneNode: Quaternion({0.00171689, 3.31169e-05, -0.00219084}, 0.999996)        
            index: 109	            object id: 109	            handle: frl_apartment_book_01_:0004	            motion type: dynamic	            collidable: True	            local collision mesh: Range({-0.113551, -0.129703, -0.0535296}, {0.113551, 0.129703, 0.0535296})	            global com: Vector(4.20382, 1.42308, 3.86249)	            translation wrt SceneNode: Vector(4.20382, 1.42308, 3.86249)	            rotation wrt SceneNode: Quaternion({-0.000212551, 0.824939, 0.565222}, 0.000189261)        
            index: 110	            object id: 110	            handle: frl_apartment_book_01_:0005	            motion type: dynamic	            collidable: True	            local collision mesh: Range({-0.113551, -0.129703, -0.0535296}, {0.113551, 0.129703, 0.0535296})	            global com: Vector(4.20325, 1.42162, 4.01442)	            translation wrt SceneNode: Vector(4.20325, 1.42162, 4.01442)	            rotation wrt SceneNode: Quaternion({-0.000354258, 0.717333, 0.69673}, 0.000227765)        
            index: 111	            object id: 111	            handle: frl_apartment_book_01_:0006	            motion type: dynamic	            collidable: True	            local collision mesh: Range({-0.113551, -0.129703, -0.0535296}, {0.113551, 0.129703, 0.0535296})	            global com: Vector(4.2035, 1.39457, 4.01484)	            translation wrt SceneNode: Vector(4.2035, 1.39457, 4.01484)	            rotation wrt SceneNode: Quaternion({0.00022433, 0.717318, 0.696746}, -0.000274821)        
            index: 112	            object id: 112	            handle: frl_apartment_tvstand_:0000	            motion type: dynamic	            collidable: True	            local collision mesh: Range({-0.809536, -0.350816, -0.298017}, {0.799994, 0.343611, 0.304861})	            global com: Vector(3.15202, 0.321505, 7.68181)	            translation wrt SceneNode: Vector(3.15202, 0.321505, 7.68181)	            rotation wrt SceneNode: Quaternion({0, 0, 0}, 1)        
